TransactionNo,Items,DateTime,Daypart,DayType,User,Rating,overview
4726,Coffee,2017-01-15 09:43:12,Morning,Weekend,Trina,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4726,Cake,2017-01-15 09:43:12,Morning,Weekend,Joshua,3,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
4727,Medialuna,2017-01-15 09:56:43,Morning,Weekend,Sharon,2,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed."
4728,Cake,2017-01-15 10:05:53,Morning,Weekend,Andrew,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
4728,Bread,2017-01-15 10:05:53,Morning,Weekend,Stephanie,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4728,Jammie Dodgers,2017-01-15 10:05:53,Morning,Weekend,Christine,3,"British sandwich cookies filled with jam and topped with a decorative heart, perfect for tea time or snacking."
4729,Bread,2017-01-15 10:33:50,Morning,Weekend,Hugh,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4730,Coffee,2017-01-15 10:36:43,Morning,Weekend,Cody,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4730,The Nomad,2017-01-15 10:36:43,Morning,Weekend,Jacques,5,"A hearty sandwich or wrap filled with flavorful meats, cheeses, vegetables, and sauces, perfect for on-the-go eating."
4731,The Nomad,2017-01-15 10:38:20,Morning,Weekend,Clark,2,"A hearty sandwich or wrap filled with flavorful meats, cheeses, vegetables, and sauces, perfect for on-the-go eating."
4731,Tea,2017-01-15 10:38:20,Morning,Weekend,Kyle,4,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
4731,Bread,2017-01-15 10:38:20,Morning,Weekend,Steve,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4731,Tiffin,2017-01-15 10:38:20,Morning,Weekend,Diana,5,"A British confection made from crushed biscuits, dried fruits, nuts, and chocolate, perfect for a sweet and indulgent treat."
4732,Coffee,2017-01-15 10:39:21,Morning,Weekend,Clarence,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4732,Bread,2017-01-15 10:39:21,Morning,Weekend,Vivian,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4733,Coffee,2017-01-15 10:42:50,Morning,Weekend,Barry,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4734,Bread,2017-01-15 11:11:29,Morning,Weekend,Abigail,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4734,Coffee,2017-01-15 11:11:29,Morning,Weekend,Gretchen,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4734,Brioche and salami,2017-01-15 11:11:29,Morning,Weekend,Rosalie,4,"A savory twist on classic brioche bread, filled with slices of salami for a satisfying and flavorful snack or meal."
4735,Coffee,2017-01-15 11:19:32,Morning,Weekend,Christian,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4735,Coffee,2017-01-15 11:19:32,Morning,Weekend,Valerie,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4735,Granola,2017-01-15 11:19:32,Morning,Weekend,Jim,5,"Crunchy, sweetened oats mixed with nuts, seeds, and dried fruits, often served as a topping for yogurt or baked into cakes for added texture and flavor."
4735,Bread,2017-01-15 11:19:32,Morning,Weekend,Frank,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4736,Coffee,2017-01-15 11:36:55,Morning,Weekend,Ruth,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4736,Coffee,2017-01-15 11:36:55,Morning,Weekend,Kyle,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4736,Juice,2017-01-15 11:36:55,Morning,Weekend,Derek,0,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.
4736,Cake,2017-01-15 11:36:55,Morning,Weekend,Howard,4,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
4736,Scone,2017-01-15 11:36:55,Morning,Weekend,Maria,2,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea."
4737,Coffee,2017-01-15 11:37:56,Morning,Weekend,Charlotte,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4737,Bread,2017-01-15 11:37:56,Morning,Weekend,Allison,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4738,Bread,2017-01-15 11:38:19,Morning,Weekend,Blake,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4738,Bread,2017-01-15 11:38:19,Morning,Weekend,Antonio,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4739,Bread,2017-01-15 11:39:11,Morning,Weekend,Rick,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4740,Bread,2017-01-15 11:52:11,Morning,Weekend,Ethan,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4740,Farm House,2017-01-15 11:52:11,Morning,Weekend,Jacques,5,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits."
4741,Medialuna,2017-01-15 11:56:30,Morning,Weekend,Carlos,2,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed."
4741,Pastry,2017-01-15 11:56:30,Morning,Weekend,Christopher,3,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
4741,Coffee,2017-01-15 11:56:30,Morning,Weekend,Edmund,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4741,Coffee,2017-01-15 11:56:30,Morning,Weekend,Maxwell,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4741,Bread,2017-01-15 11:56:30,Morning,Weekend,Christine,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4742,Coffee,2017-01-15 12:17:16,Afternoon,Weekend,Sabrina,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4742,Bread,2017-01-15 12:17:16,Afternoon,Weekend,Cathy,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4742,Farm House,2017-01-15 12:17:16,Afternoon,Weekend,Rhonda,0,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits."
4743,Coffee,2017-01-15 12:29:25,Afternoon,Weekend,Pam,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4743,Pastry,2017-01-15 12:29:25,Afternoon,Weekend,Sean,4,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
4744,Pastry,2017-01-15 12:31:51,Afternoon,Weekend,Ruth,4,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
4744,Bread,2017-01-15 12:31:51,Afternoon,Weekend,Mitchell,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4745,Bread,2017-01-15 12:49:03,Afternoon,Weekend,Justin,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4746,Coffee,2017-01-15 12:51:52,Afternoon,Weekend,Justin,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4746,Bread,2017-01-15 12:51:52,Afternoon,Weekend,Jaclyn,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4747,Coffee,2017-01-15 13:08:45,Afternoon,Weekend,Josephine,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4748,Bread,2017-01-15 13:12:20,Afternoon,Weekend,Howard,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4748,Juice,2017-01-15 13:12:20,Afternoon,Weekend,Kyle,1,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.
4748,Jammie Dodgers,2017-01-15 13:12:20,Afternoon,Weekend,Courtney,5,"British sandwich cookies filled with jam and topped with a decorative heart, perfect for tea time or snacking."
4748,Brownie,2017-01-15 13:12:20,Afternoon,Weekend,Mandy,4,"Rich, fudgy chocolate cakes with a dense texture, often studded with nuts or chocolate chips."
4749,Toast,2017-01-15 13:19:23,Afternoon,Weekend,Bryan,5,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks."
4749,Granola,2017-01-15 13:19:23,Afternoon,Weekend,James,5,"Crunchy, sweetened oats mixed with nuts, seeds, and dried fruits, often served as a topping for yogurt or baked into cakes for added texture and flavor."
4749,Pastry,2017-01-15 13:19:23,Afternoon,Weekend,Sonia,0,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
4749,Coffee,2017-01-15 13:19:23,Afternoon,Weekend,Nicole,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4749,Bread,2017-01-15 13:19:23,Afternoon,Weekend,Glenn,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4750,Coffee,2017-01-15 13:26:19,Afternoon,Weekend,Wayne,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4750,Cake,2017-01-15 13:26:19,Afternoon,Weekend,Geoff,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
4750,Tiffin,2017-01-15 13:26:19,Afternoon,Weekend,Sylvia,0,"A British confection made from crushed biscuits, dried fruits, nuts, and chocolate, perfect for a sweet and indulgent treat."
4750,Granola,2017-01-15 13:26:19,Afternoon,Weekend,Nicole,5,"Crunchy, sweetened oats mixed with nuts, seeds, and dried fruits, often served as a topping for yogurt or baked into cakes for added texture and flavor."
4751,Gingerbread syrup,2017-01-15 13:45:43,Afternoon,Weekend,Jimmy,4,"A sweet and spicy syrup made from ginger, sugar, and water, perfect for flavoring cakes, drinks, and desserts."
4751,Coffee,2017-01-15 13:45:43,Afternoon,Weekend,Joan,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4752,Hearty & Seasonal,2017-01-15 14:00:55,Afternoon,Weekend,Lynn,1,"Cakes made with seasonal ingredients and hearty flavors, perfect for cooler weather or holiday celebrations."
4752,Coffee,2017-01-15 14:00:55,Afternoon,Weekend,Lynnette,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4752,Cake,2017-01-15 14:00:55,Afternoon,Weekend,Austin,0,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
4753,Pastry,2017-01-15 14:04:43,Afternoon,Weekend,Connie,3,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
4753,Tea,2017-01-15 14:04:43,Afternoon,Weekend,Timothy,5,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
4753,Coffee,2017-01-15 14:04:43,Afternoon,Weekend,Ron,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4753,Bread,2017-01-15 14:04:43,Afternoon,Weekend,Eric,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4754,Coffee,2017-01-15 14:18:51,Afternoon,Weekend,Emma,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4754,Alfajores,2017-01-15 14:18:51,Afternoon,Weekend,Laura,3,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate."
4756,Medialuna,2017-01-15 14:29:57,Afternoon,Weekend,Maureen,5,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed."
4756,Jammie Dodgers,2017-01-15 14:29:57,Afternoon,Weekend,Sue,2,"British sandwich cookies filled with jam and topped with a decorative heart, perfect for tea time or snacking."
4756,Muffin,2017-01-15 14:29:57,Afternoon,Weekend,Ray,2,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips."
4756,Sandwich,2017-01-15 14:29:57,Afternoon,Weekend,Yolanda,0,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
4757,Bread,2017-01-15 14:40:27,Afternoon,Weekend,Miguel,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4758,Coffee,2017-01-15 14:41:29,Afternoon,Weekend,Ashley,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4758,Tea,2017-01-15 14:41:29,Afternoon,Weekend,Ingrid,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
4758,Juice,2017-01-15 14:41:29,Afternoon,Weekend,Jessica,4,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.
4759,Alfajores,2017-01-15 14:42:11,Afternoon,Weekend,Jean,1,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate."
4760,Hearty & Seasonal,2017-01-15 14:58:18,Afternoon,Weekend,Dale,0,"Cakes made with seasonal ingredients and hearty flavors, perfect for cooler weather or holiday celebrations."
4760,Truffles,2017-01-15 14:58:18,Afternoon,Weekend,Haley,1,"Decadent chocolate confections made from ganache rolled in cocoa powder, nuts, or other coatings, perfect for indulgent treats or gifts."
